results_id,experiment_id,group_id,sample_id,analysis_name,analysis_id,original_assay_type,assay_id,analysis_type,datatype,datatype_id,file_access,file_type,replications,comments,document_id,original_assay_type_id
120,1,SDY984GSE79396,120,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
121,1,SDY984GSE79396,121,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
122,1,SDY984GSE79396,122,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
123,1,SDY984GSE79396,123,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
124,1,SDY984GSE79396,124,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
125,1,SDY984GSE79396,125,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
126,1,SDY984GSE79396,126,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
127,1,SDY984GSE79396,127,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
128,1,SDY984GSE79396,128,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
129,1,SDY984GSE79396,129,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
130,1,SDY984GSE79396,130,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
131,1,SDY984GSE79396,131,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
132,1,SDY984GSE79396,132,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
133,1,SDY984GSE79396,133,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
134,1,SDY984GSE79396,134,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
135,1,SDY984GSE79396,135,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
136,1,SDY984GSE79396,136,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
137,1,SDY984GSE79396,137,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
138,1,SDY984GSE79396,138,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
139,1,SDY984GSE79396,139,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
140,1,SDY984GSE79396,140,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
141,1,SDY984GSE79396,141,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
142,1,SDY984GSE79396,142,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
143,1,SDY984GSE79396,143,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
144,1,SDY984GSE79396,144,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
145,1,SDY984GSE79396,145,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
146,1,SDY984GSE79396,146,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
147,1,SDY984GSE79396,147,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
148,1,SDY984GSE79396,148,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
149,1,SDY984GSE79396,149,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
150,1,SDY984GSE79396,150,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
151,1,SDY984GSE79396,151,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
152,1,SDY984GSE79396,152,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
153,1,SDY984GSE79396,153,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
154,1,SDY984GSE79396,154,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
155,1,SDY984GSE79396,155,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
156,1,SDY984GSE79396,156,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
157,1,SDY984GSE79396,157,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
158,1,SDY984GSE79396,158,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
159,1,SDY984GSE79396,159,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
160,1,SDY984GSE79396,160,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
161,1,SDY984GSE79396,161,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
162,1,SDY984GSE79396,162,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
163,1,SDY984GSE79396,163,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
164,1,SDY984GSE79396,164,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
165,1,SDY984GSE79396,165,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
166,1,SDY984GSE79396,166,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
167,1,SDY984GSE79396,167,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
168,1,SDY984GSE79396,168,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
169,1,SDY984GSE79396,169,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
170,1,SDY984GSE79396,170,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
171,1,SDY984GSE79396,171,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
172,1,SDY984GSE79396,172,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
173,1,SDY984GSE79396,173,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
174,1,SDY984GSE79396,174,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
175,1,SDY984GSE79396,175,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
176,1,SDY984GSE79396,176,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
177,1,SDY984GSE79396,177,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
178,1,SDY984GSE79396,178,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
179,1,SDY984GSE79396,179,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
180,1,SDY984GSE79396,180,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
181,1,SDY984GSE79396,181,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
182,1,SDY984GSE79396,182,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
183,1,SDY984GSE79396,183,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
184,1,SDY984GSE79396,184,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
185,1,SDY984GSE79396,185,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
186,1,SDY984GSE79396,186,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
187,1,SDY984GSE79396,187,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
188,1,SDY984GSE79396,188,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
189,1,SDY984GSE79396,189,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
190,1,SDY984GSE79396,190,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
191,1,SDY984GSE79396,191,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
192,1,SDY984GSE79396,192,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
193,1,SDY984GSE79396,193,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
194,1,SDY984GSE79396,194,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
195,1,SDY984GSE79396,195,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
196,1,SDY984GSE79396,196,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
197,1,SDY984GSE79396,197,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
198,1,SDY984GSE79396,198,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
199,1,SDY984GSE79396,199,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
200,1,SDY984GSE79396,200,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
201,1,SDY984GSE79396,201,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
202,1,SDY984GSE79396,202,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
203,1,SDY984GSE79396,203,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
204,1,SDY984GSE79396,204,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
205,1,SDY984GSE79396,205,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
206,1,SDY984GSE79396,206,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
207,1,SDY984GSE79396,207,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
208,1,SDY984GSE79396,208,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
209,1,SDY984GSE79396,209,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
210,1,SDY984GSE79396,210,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
211,1,SDY984GSE79396,211,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
212,1,SDY984GSE79396,212,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
213,1,SDY984GSE79396,213,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
214,1,SDY984GSE79396,214,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
215,1,SDY984GSE79396,215,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
216,1,SDY984GSE79396,216,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
217,1,SDY984GSE79396,217,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
218,1,SDY984GSE79396,218,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
219,1,SDY984GSE79396,219,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
220,1,SDY984GSE79396,220,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
221,1,SDY984GSE79396,221,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
222,1,SDY984GSE79396,222,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
223,1,SDY984GSE79396,223,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
224,1,SDY984GSE79396,224,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
225,1,SDY984GSE79396,225,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
226,1,SDY984GSE79396,226,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
227,1,SDY984GSE79396,227,RNA Microarray of SDY984GSE79396,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
